,ADDRESS,BLK_NO,BUILDING,LATITUDE,LONGITUDE,POSTAL,ROAD_NAME,X,Y
55292, 83 LORONG G TELOK KURAU SINGAPORE 426275 ,83,NIL,1.317908,103.912289,426275,LORONG G TELOK KURAU,36788.63234,33353.19612
118702, 12 JALAN INTAN HILLVIEW GARDEN ESTATE SINGAPORE 668773 ,12,HILLVIEW GARDEN ESTATE,1.359591,103.762032,668773,JALAN INTAN,20066.65323,37962.26639
8250, 28 WEST COAST TERRACE WEST COAST GARDENS SINGAPORE 127237 ,28,WEST COAST GARDENS,1.313835,103.75752,127237,WEST COAST TERRACE,19564.33368,32902.79342
100330, 11 TAMAN PERMATA YEW LIAN PARK SINGAPORE 575135 ,11,YEW LIAN PARK,1.351453,103.83472,575135,TAMAN PERMATA,28156.01854,37062.31378
45867, 226A GEYLANG ROAD GEYLANG CONSERVATION AREA SINGAPORE 389286 ,226A,GEYLANG CONSERVATION AREA,1.312074,103.877277,389286,GEYLANG ROAD,32892.15561,32708.04609
21689, 6 PEIRCE DRIVE SINGAPORE 248593 ,6,NIL,1.307459,103.806797,248593,PEIRCE DRIVE,25048.39962,32197.70646
48277, 31A EUNOS CRESCENT EUNOS COURT SINGAPORE 401031 ,31A,EUNOS COURT,1.320034,103.901616,401031,EUNOS CRESCENT,35600.83578,33588.27453
5546, 74 TELOK BLANGAH HEIGHTS HDB-BUKIT MERAH SINGAPORE 100074 ,74,HDB-BUKIT MERAH,1.275363,103.808784,100074,TELOK BLANGAH HEIGHTS,25269.537,28648.71981
50354, 7A LENGKONG SATU SINGAPORE 417482 ,7A,NIL,1.326224,103.912702,417482,LENGKONG SATU,36834.60002,34272.77775
119822, 453A FAJAR ROAD MULTI STOREY CAR PARK SINGAPORE 671453 ,453A,MULTI STOREY CAR PARK,1.384899,103.771735,671453,FAJAR ROAD,21146.53832,40760.67318
94169, 37 LI HWAN CLOSE GOLDEN HILL ESTATE SINGAPORE 557160 ,37,GOLDEN HILL ESTATE,1.354936,103.863779,557160,LI HWAN CLOSE,31389.85161,37447.50999
78610, 340 TAMPINES STREET 33 HDB-TAMPINES SINGAPORE 520340 ,340,HDB-TAMPINES,1.351146,103.959788,520340,TAMPINES STREET 33,42074.60393,37028.70824
126759, 108C CANBERRA WALK EASTLAWN @ CANBERRA SINGAPORE 753108 ,108C,EASTLAWN @ CANBERRA,1.447353,103.831796,753108,CANBERRA WALK,27830.57869,47666.4923
78135, 110 PASIR RIS CENTRAL PASIR RIS CENTRAL HAWKER CENTRE SINGAPORE 519641 ,110,PASIR RIS CENTRAL HAWKER CENTRE,1.373432,103.951548,519641,PASIR RIS CENTRAL,41157.46916,39492.94541
105330, 8 JALAN BINGKA MAYFAIR PARK SINGAPORE 588904 ,8,MAYFAIR PARK,1.340492,103.780009,588904,JALAN BINGKA,22067.20354,35850.41011
41673, 7 LYNWOOD GROVE BRADDELL HEIGHTS ESTATE SINGAPORE 358652 ,7,BRADDELL HEIGHTS ESTATE,1.345835,103.862725,358652,LYNWOOD GROVE,31272.65452,36441.17477
120117, 93 ALMOND CRESCENT MERA GARDENS SINGAPORE 677840 ,93,MERA GARDENS,1.371646,103.773682,677840,ALMOND CRESCENT,21363.1578,39295.1922
138395, 21 SARACA ROAD SELETAR HILLS ESTATE SINGAPORE 807367 ,21,SELETAR HILLS ESTATE,1.384279,103.866385,807367,SARACA ROAD,31679.91206,40692.02766
30261, 24 GREENLEAF PLACE BAN GUAN PARK SINGAPORE 279428 ,24,BAN GUAN PARK,1.324669,103.787103,279428,GREENLEAF PLACE,22856.64658,34100.69866
45578, 484 LORONG 3 GEYLANG SINGAPORE 388943 ,484,NIL,1.317454,103.873687,388943,LORONG 3 GEYLANG,32492.64874,33302.87408
38028, 54 KIM KEAT ROAD SINGAPORE 328824 ,54,NIL,1.325017,103.853747,328824,KIM KEAT ROAD,30273.53387,34139.12744
26257, 60 JALAN AMPANG SINGAPORE 268640 ,60,NIL,1.319875,103.794212,268640,JALAN AMPANG,23647.81421,33570.61934
18752, 83A WILKIE ROAD WILKIE MANSION SINGAPORE 228081 ,83A,WILKIE MANSION,1.302981,103.847073,228081,WILKIE ROAD,29530.7912,31702.51171
110493, 2A SECOND CHIN BEE ROAD SINGAPORE 618781 ,2A,NIL,1.331467,103.714992,618781,SECOND CHIN BEE ROAD,14831.43137,34852.74023
73024, 54 JALAN TIGA RATUS GOLDEN SHOWER PARK SINGAPORE 488082 ,54,GOLDEN SHOWER PARK,1.342156,103.959547,488082,JALAN TIGA RATUS,42047.87884,36034.67354
137807, 4 SUNRISE AVENUE FLORIDA PARK SINGAPORE 806666 ,4,FLORIDA PARK,1.391152,103.855197,806666,SUNRISE AVENUE,30434.7762,41452.05171
37947, 6 MAR THOMA ROAD THE ELYSIA SINGAPORE 328688 ,6,THE ELYSIA,1.326601,103.861958,328688,MAR THOMA ROAD,31187.30399,34314.31342
53238, 17A STANGEE PLACE SINGAPORE 424080 ,17A,NIL,1.307873,103.906909,424080,STANGEE PLACE,36189.88631,32243.5419
133849, 11A KALIDASA AVENUE TEACHER'S HOUSING ESTATE SINGAPORE 789391 ,11A,TEACHER'S HOUSING ESTATE,1.381531,103.82988,789391,KALIDASA AVENUE,27617.31859,40388.21701
61856, 49 MARINE CRESCENT TAO NAN SCHOOL SINGAPORE 449761 ,49,TAO NAN SCHOOL,1.304632,103.911204,449761,MARINE CRESCENT,36667.96139,31885.17824
109063, 40 CHENG SOON GARDEN SINGAPORE 599816 ,40,NIL,1.334259,103.771144,599816,CHENG SOON GARDEN,21080.66913,35161.22819
9187, 97 PANDAN LOOP PANDAN LOOP INDUSTRIAL ESTATE SINGAPORE 128447 ,97,PANDAN LOOP INDUSTRIAL ESTATE,1.311215,103.754598,128447,PANDAN LOOP,19239.13897,32613.11038
109282, 214 JURONG EAST STREET 21 HDB-JURONG EAST SINGAPORE 600214 ,214,HDB-JURONG EAST,1.339286,103.738985,600214,JURONG EAST STREET 21,17501.69986,35717.18842
120908, 20 CHESTNUT CRESCENT GREEN HILL ESTATE SINGAPORE 679375 ,20,GREEN HILL ESTATE,1.37175,103.770448,679375,CHESTNUT CRESCENT,21003.24553,39306.76956
67170, 80 TANAH MERAH KECHIL AVENUE OPTIMA @ TANAH MERAH SINGAPORE 465514 ,80,OPTIMA @ TANAH MERAH,1.327965,103.946657,465514,TANAH MERAH KECHIL AVENUE,40613.42213,34465.39706
124593, 805 WOODLANDS STREET 81 HDB-WOODLANDS SINGAPORE 730805 ,805,HDB-WOODLANDS,1.440665,103.78731,730805,WOODLANDS STREET 81,22879.90656,46926.99718
119063, 14 HILLVIEW DRIVE HILLVIEW VILLAS SINGAPORE 669376 ,14,HILLVIEW VILLAS,1.354692,103.759959,669376,HILLVIEW DRIVE,19835.95018,37420.62832
50365, 23 LENGKONG SATU SINGAPORE 417493 ,23,NIL,1.327001,103.912696,417493,LENGKONG SATU,36833.95123,34358.7312
138004, 40 STRATTON DRIVE STRATTON GREEN SINGAPORE 806900 ,40,STRATTON GREEN,1.381944,103.866525,806900,STRATTON DRIVE,31695.48028,40433.92905
82539, 94 TAI KENG GARDENS SINGAPORE 535375 ,94,NIL,1.347129,103.88569,535375,TAI KENG GARDENS,33828.40434,36584.23773
55597, 78 LANGSAT ROAD SINGAPORE 426741 ,78,NIL,1.315267,103.903157,426741,LANGSAT ROAD,35772.34532,33061.12273
90750, 21A GLASGOW ROAD SINGAPORE 549332 ,21A,NIL,1.361372,103.877989,549332,GLASGOW ROAD,32971.32864,38159.19676
52517, 367B CHANGI ROAD SINGAPORE 419968 ,367B,NIL,1.318898,103.910033,419968,CHANGI ROAD,36537.51949,33462.68429
61698, 59 MARINE TERRACE OCBC GUARDIAN PHARMACY SINGAPORE 440059 ,59,OCBC GUARDIAN PHARMACY,1.305856,103.91473,440059,MARINE TERRACE,37060.33041,32020.64009
37737, 8 OPAL CRESCENT SINGAPORE 328403 ,8,NIL,1.327806,103.867394,328403,OPAL CRESCENT,31792.18839,34447.58562
23592, 100 FERNHILL ROAD LADYHILL PARK SINGAPORE 259136 ,100,LADYHILL PARK,1.311516,103.824155,259136,FERNHILL ROAD,26980.20919,32646.27126
138726, 59 NERAM ROAD SELETAR HILLS ESTATE SINGAPORE 807763 ,59,SELETAR HILLS ESTATE,1.3862,103.868284,807763,NERAM ROAD,31891.22699,40904.53975
19857, 13 TONG WATT ROAD THE WHARF RESIDENCE SINGAPORE 238025 ,13,THE WHARF RESIDENCE,1.293205,103.840202,238025,TONG WATT ROAD,28766.02961,30621.53629
33207, 236 WHITLEY ROAD CALTEX WHITLEY SINGAPORE 297826 ,236,CALTEX WHITLEY,1.324982,103.826901,297826,WHITLEY ROAD,27285.83008,34135.28901
60373, 5 MAYFIELD AVENUE SINGAPORE 438019 ,5,NIL,1.298426,103.89186,438019,MAYFIELD AVENUE,34515.19691,31198.97574
35676, 24 GOLDHILL PLACE GOLDHILL GARDENS SINGAPORE 308930 ,24,GOLDHILL GARDENS,1.321945,103.832446,308930,GOLDHILL PLACE,27902.8616,33799.48228
81459, 23E PAYA LEBAR CRESCENT SOLARIS RESIDENCES SINGAPORE 534133 ,23E,SOLARIS RESIDENCES,1.350233,103.881799,534133,PAYA LEBAR CRESCENT,33395.31217,36927.52343
137118, 79 SUNRISE AVENUE SINGAPORE 805783 ,79,NIL,1.386232,103.857924,805783,SUNRISE AVENUE,30738.25329,40908.03177
79859, 2 TAMPINES INDUSTRIAL AVENUE 5 TAMPINES WAFER FAB PARK SINGAPORE 528832 ,2,TAMPINES WAFER FAB PARK,1.372499,103.930051,528832,TAMPINES INDUSTRIAL AVENUE 5,38765.09414,39389.69965
135638, 5B GERALD CRESCENT EATON PARK SINGAPORE 799698 ,5B,EATON PARK,1.387363,103.877066,799698,GERALD CRESCENT,32868.58034,41033.12023
110125, 350 CORPORATION DRIVE HDB-TAMAN JURONG SINGAPORE 610350 ,350,HDB-TAMAN JURONG,1.338672,103.719137,610350,CORPORATION DRIVE,15292.80201,35649.31901
2050, 50 EU TONG SEN STREET FORMER THONG CHAI MEDICAL INSTITUTION SINGAPORE 059803 ,50,FORMER THONG CHAI MEDICAL INSTITUTION,1.287441,103.845396,59803,EU TONG SEN STREET,29344.07192,29984.1822
4119, 42 DUXTON ROAD TANJONG PAGAR CONSERVATION AREA SINGAPORE 089506 ,42,TANJONG PAGAR CONSERVATION AREA,1.278632,103.843499,89506,DUXTON ROAD,29133.01723,29010.15646
63273, 15 ROSEBURN AVENUE FRANKEL ESTATE SINGAPORE 456366 ,15,FRANKEL ESTATE,1.314949,103.917107,456366,ROSEBURN AVENUE,37324.87864,33026.07383
88279, 16 ROSYTH ROAD SINGAPORE 546156 ,16,NIL,1.362611,103.875093,546156,ROSYTH ROAD,32649.033,38296.10272
81321, 59 CHARLTON LANE CHARLTON 18 SINGAPORE 533997 ,59,CHARLTON 18,1.357159,103.882318,533997,CHARLTON LANE,33453.05183,37693.3595
124882, 886A WOODLANDS DRIVE 50 TREEGROVE @ WOODLANDS SINGAPORE 731886 ,886A,TREEGROVE @ WOODLANDS,1.438292,103.794613,731886,WOODLANDS DRIVE 50,23692.64651,46664.52201
66614, 81 BEDOK NORTH ROAD HDB-BEDOK SINGAPORE 460081 ,81,HDB-BEDOK,1.328916,103.940529,460081,BEDOK NORTH ROAD,39931.39774,34570.5088
55345, 11 LORONG BANDANG SINGAPORE 426337 ,11,NIL,1.314131,103.909529,426337,LORONG BANDANG,36481.47708,32935.54286
49419, 8 TEO KIM ENG ROAD SINGAPORE 416380 ,8,NIL,1.32866,103.907756,416380,TEO KIM ENG ROAD,36284.15159,34542.15615
97779, 31 SHANGRI-LA WALK SHANGRI-LA PARK SINGAPORE 568208 ,31,SHANGRI-LA PARK,1.370533,103.833092,568208,SHANGRI-LA WALK,27974.74467,39172.09431
130901, 62 JALAN KEMUNING SEMBAWANG SPRINGS ESTATE SINGAPORE 769784 ,62,SEMBAWANG SPRINGS ESTATE,1.440948,103.826887,769784,JALAN KEMUNING,27284.2207,46958.19787
114433, 29 TUAS AVENUE 4 SINGAPORE 639379 ,29,NIL,1.327611,103.653111,639379,TUAS AVENUE 4,7944.71512,34426.71981
10725, 23A QUEEN'S CLOSE QUEEN'S VIEW SINGAPORE 140023 ,23A,QUEEN'S VIEW,1.2943,103.799726,140023,QUEEN'S CLOSE,24261.43253,30742.65502
135743, 211 BELGRAVIA DRIVE BELGRAVIA GREEN SINGAPORE 804284 ,211,BELGRAVIA GREEN,1.379939,103.864279,804284,BELGRAVIA DRIVE,31445.54273,40212.1822
66800, 429 BEDOK NORTH ROAD BEDOK NORTH WOODS SINGAPORE 460429 ,429,BEDOK NORTH WOODS,1.330431,103.932567,460429,BEDOK NORTH ROAD,39045.29813,34738.07324
130435, 71 YISHUN AVENUE 11 THE CANOPY SINGAPORE 768858 ,71,THE CANOPY,1.423854,103.848078,768858,YISHUN AVENUE 11,29642.56164,45068.09798
60080, 20A PARKSTONE ROAD SINGAPORE 437666 ,20A,NIL,1.3067,103.893589,437666,PARKSTONE ROAD,34707.54867,32113.88839
71574, 26 CHEMPAKA KUNING LINK THE SPRINGFIELD SINGAPORE 486261 ,26,THE SPRINGFIELD,1.332522,103.949447,486261,CHEMPAKA KUNING LINK,40923.9181,34969.32929
43892, 5B HAPPY AVENUE NORTH HAPPY MANSION SINGAPORE 369746 ,5B,HAPPY MANSION,1.330348,103.880111,369746,HAPPY AVENUE NORTH,33207.54579,34728.70391
95152, 11 CONISTON GROVE SERANGOON GARDEN ESTATE SINGAPORE 558307 ,11,SERANGOON GARDEN ESTATE,1.359031,103.867139,558307,CONISTON GROVE,31763.85871,37900.28191
26801, 147 CORONATION ROAD WEST SINGAPORE 269404 ,147,NIL,1.322879,103.799221,269404,CORONATION ROAD WEST,24205.32168,33902.74157
19500, 93 EMERALD HILL ROAD EMERALD HILL CONSERVATION AREA SINGAPORE 229369 ,93,EMERALD HILL CONSERVATION AREA,1.304301,103.839321,229369,EMERALD HILL ROAD,28668.06983,31848.52528
65928, 36B DUNBAR WALK FRANKEL ESTATE SINGAPORE 459329 ,36B,FRANKEL ESTATE,1.314475,103.916009,459329,DUNBAR WALK,37202.64357,32973.67625
22978, 5 ROBIN WALK SINGAPORE 258149 ,5,NIL,1.319267,103.826403,258149,ROBIN WALK,27230.37492,33503.34281
105282, 53 JALAN JAMBU AYER HOCK SENG PARK SINGAPORE 588803 ,53,HOCK SENG PARK,1.33642,103.787503,588803,JALAN JAMBU AYER,22901.25487,35400.10308
40952, 36 BELIMBING AVENUE SENNETT ESTATE SINGAPORE 349908 ,36,SENNETT ESTATE,1.33257,103.877172,349908,BELIMBING AVENUE,32880.43025,34974.40802
133172, 75 SPRINGLEAF CRESCENT SPRINGLEAF VILLAS SINGAPORE 788373 ,75,SPRINGLEAF VILLAS,1.399933,103.82377,788373,SPRINGLEAF CRESCENT,26937.39852,42423.0044
9259, 24A JUBILEE ROAD SINGAPORE 128564 ,24A,NIL,1.30569,103.766593,128564,JUBILEE ROAD,20574.06102,32002.18436
16649, 109 DESKER ROAD DESKER ROAD CONSERVATION AREA SINGAPORE 209631 ,109,DESKER ROAD CONSERVATION AREA,1.308405,103.856404,209631,DESKER ROAD,30569.22386,32302.29472
27736, 71 HOLLAND GROVE VIEW HOLLAND GROVE SINGAPORE 276228 ,71,HOLLAND GROVE,1.31283,103.781673,276228,HOLLAND GROVE VIEW,22252.31572,32791.59941
132285, 918A UPPER THOMSON ROAD SINGAPORE 787116 ,918A,NIL,1.399155,103.818055,787116,UPPER THOMSON ROAD,26301.3906,42336.99799
120238, 389C WOODLANDS ROAD YEW TEE INDUSTRIAL ESTATE SINGAPORE 678020 ,389C,YEW TEE INDUSTRIAL ESTATE,1.397048,103.753767,678020,WOODLANDS ROAD,19146.97889,42104.08988
37417, 128 TOWNER ROAD TOWNERVILLE SINGAPORE 327817 ,128,TOWNERVILLE,1.320649,103.858067,327817,TOWNER ROAD,30754.25537,33656.16208
132660, 194 TAGORE LANE SINDO INDUSTRIAL ESTATE SINGAPORE 787587 ,194,SINDO INDUSTRIAL ESTATE,1.386669,103.830085,787587,TAGORE LANE,27640.20354,40956.29682
71127, 165B JALAN LEMBAH BEDOK SINGAPORE 478950 ,165B,NIL,1.342648,103.939815,478950,JALAN LEMBAH BEDOK,39851.85369,36088.95539
119841, 524A JELAPANG ROAD OCBC GREENRIDGE SHOPPING CENTRE SINGAPORE 671524 ,524A,OCBC GREENRIDGE SHOPPING CENTRE,1.385406,103.766228,671524,JELAPANG ROAD,20533.7299,40816.74401
120482, 6 JALAN PAKIS CHESTNUT-VILLE SINGAPORE 678597 ,6,CHESTNUT-VILLE,1.3678,103.769195,678597,JALAN PAKIS,20863.83692,38869.93617
57007, 426 JOO CHIAT PLACE SINGAPORE 428054 ,426,NIL,1.315342,103.912138,428054,JOO CHIAT PLACE,36771.78987,33069.52999
121561, 345 CHOA CHU KANG LOOP HDB-CHOA CHU KANG SINGAPORE 680345 ,345,HDB-CHOA CHU KANG,1.382809,103.74479,680345,CHOA CHU KANG LOOP,18147.91514,40529.66892
39845, 25A PUAY HEE AVENUE SENNETT ESTATE SINGAPORE 348175 ,25A,SENNETT ESTATE,1.331124,103.870254,348175,PUAY HEE AVENUE,32110.50546,34814.52021
23627, 18 FERNHILL CRESCENT FERNHILL GARDEN SINGAPORE 259172 ,18,FERNHILL GARDEN,1.312915,103.823928,259172,FERNHILL CRESCENT,26954.9604,32800.99741
36754, 160 LORONG 1 TOA PAYOH TOA PAYOH GREEN SINGAPORE 310160 ,160,TOA PAYOH GREEN,1.330944,103.84502,310160,LORONG 1 TOA PAYOH,29302.29284,34794.57327
132429, 18 THONG SOON ROAD HEETON PARK SINGAPORE 787286 ,18,HEETON PARK,1.398328,103.818676,787286,THONG SOON ROAD,26370.43584,42245.49088
74942, 78 JALAN SINAR BULAN CHANGI HEIGHTS SINGAPORE 507071 ,78,CHANGI HEIGHTS,1.362574,103.972998,507071,JALAN SINAR BULAN,43544.70537,38292.4363
91550, 540 SERANGOON NORTH AVENUE 4 HDB PUBLIC SHELTERS SINGAPORE 550540 ,540,HDB PUBLIC SHELTERS,1.374619,103.872573,550540,SERANGOON NORTH AVENUE 4,32368.4925,39623.98886
5531, 60 TELOK BLANGAH HEIGHTS PCF TELOK BLANGAH STUDENT CARE CENTRE SINGAPORE 100060 ,60,PCF TELOK BLANGAH STUDENT CARE CENTRE,1.276079,103.812157,100060,TELOK BLANGAH HEIGHTS,25644.9077,28727.8589
127211, 8 ADMIRALTY STREET CHERIE HEARTS @ ADMIRAX PTE. LTD. SINGAPORE 757438 ,8,CHERIE HEARTS @ ADMIRAX PTE. LTD.,1.462134,103.815791,757438,ADMIRALTY STREET,26049.45849,49300.87601
117625, 3 PAVILION PLACE PAVILION PARK SINGAPORE 658339 ,3,PAVILION PARK,1.370039,103.751143,658339,PAVILION PLACE,18854.85686,39117.63452
75417, 64 LOYANG RISE LOYANG VILLAS SINGAPORE 507537 ,64,LOYANG VILLAS,1.363356,103.965186,507537,LOYANG RISE,42675.33569,38378.88336
42295, 46 DAISY AVENUE DAISY PARK SINGAPORE 359522 ,46,DAISY PARK,1.344941,103.865968,359522,DAISY AVENUE,31633.46293,36342.32695
43195, 63 JALAN SETIA MACPHERSON GARDEN ESTATE SINGAPORE 368481 ,63,MACPHERSON GARDEN ESTATE,1.333557,103.880465,368481,JALAN SETIA,33246.86118,35083.5498
37277, 101 AH HOOD ROAD AH HOOD GARDENS SINGAPORE 320101 ,101,AH HOOD GARDENS,1.327397,103.844481,320101,AH HOOD ROAD,29242.26625,34402.31249
31515, 25 WATTEN CLOSE WATTEN ESTATE SINGAPORE 287747 ,25,WATTEN ESTATE,1.327926,103.808091,287747,WATTEN CLOSE,25192.40882,34460.89527
113351, 28 TUAS SOUTH STREET 5 TUAS VIEW INDUSTRIAL PARK SINGAPORE 637825 ,28,TUAS VIEW INDUSTRIAL PARK,1.293768,103.624691,637825,TUAS SOUTH STREET 5,4781.5439,30684.7806
42162, 11 FRANCIS THOMAS DRIVE THE ASCENSION KINDERGARTEN SINGAPORE 359338 ,11,THE ASCENSION KINDERGARTEN,1.330281,103.866402,359338,FRANCIS THOMAS DRIVE,31681.82409,34721.21461
103145, 80 JALAN CHENGAM SEMBAWANG HILLS ESTATE SINGAPORE 578363 ,80,SEMBAWANG HILLS ESTATE,1.374583,103.832493,578363,JALAN CHENGAM,27908.06748,39619.88631
35761, 2 GILSTEAD ROAD GILSTEAD TWO SINGAPORE 309061 ,2,GILSTEAD TWO,1.31496,103.838459,309061,GILSTEAD ROAD,28572.12416,33027.15267
73334, 20A JALAN PARI KIKIS PEAKVIEW ESTATE SINGAPORE 488550 ,20A,PEAKVIEW ESTATE,1.330912,103.943732,488550,JALAN PARI KIKIS,40287.83739,34791.2431
132434, 4 THONG SOON GREEN HEETON PARK SINGAPORE 787310 ,4,HEETON PARK,1.398787,103.818482,787310,THONG SOON GREEN,26348.9156,42296.25816
19967, 226A RIVER VALLEY ROAD SINGAPORE 238284 ,226A,NIL,1.293943,103.842589,238284,RIVER VALLEY ROAD,29031.6585,30703.13541
10607, 500 DOVER ROAD SINGAPORE POLYTECHNIC (T8) SINGAPORE 139651 ,500,SINGAPORE POLYTECHNIC (T8),1.309136,103.779026,139651,DOVER ROAD,21957.73581,32383.20277
130784, 57 JALAN MALU-MALU SEMBAWANG SPRINGS ESTATE SINGAPORE 769672 ,57,SEMBAWANG SPRINGS ESTATE,1.442858,103.825503,769672,JALAN MALU-MALU,27130.20252,47169.41455
58249, 12 DUKU PLACE SUNDANCE SUITES SINGAPORE 429287 ,12,SUNDANCE SUITES,1.309294,103.906116,429287,DUKU PLACE,36101.65689,32400.6762
41435, 47 SOMMERVILLE WALK FORTUNE VIEW SINGAPORE 358213 ,47,FORTUNE VIEW,1.346171,103.87033,358213,SOMMERVILLE WALK,32118.97674,36478.31362
65626, 651 EAST COAST ROAD SINGAPORE 459038 ,651,NIL,1.3114,103.919669,459038,EAST COAST ROAD,37609.97399,32633.60374
71129, 165F JALAN LEMBAH BEDOK SINGAPORE 478952 ,165F,NIL,1.342905,103.940029,478952,JALAN LEMBAH BEDOK,39875.73579,36117.4293
74228, 5 BEDOK RIA TERRACE BEDOK RIA SINGAPORE 489730 ,5,BEDOK RIA,1.325151,103.954067,489730,BEDOK RIA TERRACE,41438.08569,34154.32972
38413, 230A BALESTIER ROAD SINGAPORE 329692 ,230A,NIL,1.321537,103.853083,329692,BALESTIER ROAD,30199.54611,33754.42651
27618, 390 LAUREL WOOD AVENUE THE TENERIFFE SINGAPORE 275978 ,390,THE TENERIFFE,1.326524,103.790686,275978,LAUREL WOOD AVENUE,23255.43768,34305.849
1521, 22A SAGO STREET KRETA AYER CONSERVATION AREA SINGAPORE 059019 ,22A,KRETA AYER CONSERVATION AREA,1.281899,103.84419,59019,SAGO STREET,29209.90109,29371.34649
110642, 26 JALAN TERUSAN SINGAPORE 619301 ,26,NIL,1.318306,103.728255,619301,JALAN TERUSAN,16307.47644,33397.30459
49959, 20B LORONG MARZUKI VICENTA LODGE SINGAPORE 417066 ,20B,VICENTA LODGE,1.320513,103.909642,417066,LORONG MARZUKI,36493.9902,33641.31
52142, 263 CHANGI ROAD SINGAPORE 419749 ,263,NIL,1.317992,103.905959,419749,CHANGI ROAD,36084.19541,33362.44266
47020, 12 LORONG 32 GEYLANG GEYLANG CONSERVATION AREA SINGAPORE 398275 ,12,GEYLANG CONSERVATION AREA,1.313282,103.886762,398275,LORONG 32 GEYLANG,33947.73378,32841.58205
60636, 109 JALAN SEAVIEW SEA VIEW PARK SINGAPORE 438415 ,109,SEA VIEW PARK,1.299364,103.896182,438415,JALAN SEAVIEW,34996.18029,31302.68354
94328, 3 JALAN PACHELI SERANGOON GARDEN PARK SINGAPORE 557342 ,3,SERANGOON GARDEN PARK,1.355535,103.862252,557342,JALAN PACHELI,31219.95364,37513.67655
26639, 9 CORONATION WALK SINGAPORE 269215 ,9,NIL,1.323338,103.809445,269215,CORONATION WALK,25343.11305,33953.50564
135572, 265A JALAN KAYU JALAN KAYU ESTATE SINGAPORE 799493 ,265A,JALAN KAYU ESTATE,1.397013,103.872892,799493,JALAN KAYU,32403.96751,42100.163
82270, 8 THRIFT DRIVE SINGAPORE 535016 ,8,NIL,1.343303,103.884173,535016,THRIFT DRIVE,33659.54195,36161.20909
120286, 458 UPPER BUKIT TIMAH ROAD THE RAIL MALL SINGAPORE 678073 ,458,THE RAIL MALL,1.359907,103.767585,678073,UPPER BUKIT TIMAH ROAD,20684.62706,37997.22778
45914, 248A GEYLANG ROAD SINGAPORE 389306 ,248A,NIL,1.312208,103.877945,389306,GEYLANG ROAD,32966.49539,32722.88839
54968, 110 LORONG J TELOK KURAU SINGAPORE 425940 ,110,NIL,1.314241,103.912625,425940,LORONG J TELOK KURAU,36826.00552,32947.75875
63495, 17Q NALLUR ROAD SINGAPORE 456633 ,17Q,NIL,1.312206,103.932765,456633,NALLUR ROAD,39067.49521,32722.76057
61070, 504 DUNMAN ROAD SINGAPORE 439196 ,504,NIL,1.309215,103.895115,439196,DUNMAN ROAD,34877.41024,32391.97933
41801, 5 LORONG BIAWAK SINGAPORE 358760 ,5,NIL,1.347483,103.870003,358760,LORONG BIAWAK,32082.58578,36623.41379
23031, 8B ROBIN DRIVE SINGAPORE 258265 ,8B,NIL,1.31881,103.827531,258265,ROBIN DRIVE,27355.876,33452.86629
85750, 21E CHARLTON LANE FOH PIN GARDEN SINGAPORE 539649 ,21E,FOH PIN GARDEN,1.356072,103.881945,539649,CHARLTON LANE,33411.56844,37573.16646
112573, 8 TUAS BAY LANE TUAS BIOMEDICAL PARK I SINGAPORE 636986 ,8,TUAS BIOMEDICAL PARK I,1.297527,103.636107,636986,TUAS BAY LANE,6052.10738,31100.31955
139090, 11 KASAI ROAD SELETAR HILLS ESTATE SINGAPORE 808259 ,11,SELETAR HILLS ESTATE,1.386054,103.86744,808259,KASAI ROAD,31797.30892,40888.38566
54528, 48 LORONG L TELOK KURAU TELOK KURAU RIA SINGAPORE 425482 ,48,TELOK KURAU RIA,1.311382,103.909758,425482,LORONG L TELOK KURAU,36506.95149,32631.6379
81429, 35 TAI SENG STREET STT TAI SENG 1 SINGAPORE 534103 ,35,STT TAI SENG 1,1.335566,103.890509,534103,TAI SENG STREET,34364.72644,35305.66086
2533, 44 CLUB STREET TELOK AYER CONSERVATION AREA SINGAPORE 069421 ,44,TELOK AYER CONSERVATION AREA,1.282336,103.845868,69421,CLUB STREET,29396.62924,29419.69499
115609, 275A JURONG WEST STREET 25 PCF SPARKLETOTS PRESCHOOL @ HONG KAH NORTH 275A (CC) SINGAPORE 641275 ,275A,PCF SPARKLETOTS PRESCHOOL @ HONG KAH NORTH 275A (CC),1.352413,103.702221,641275,JURONG WEST STREET 25,13410.33621,37168.86081
19863, 3A TANK ROAD SINGAPORE 238060 ,3A,NIL,1.293902,103.842754,238060,TANK ROAD,29050.09921,30698.6408
120818, 9 CHESTNUT GARDENS CHESTNUT GARDENS SINGAPORE 679234 ,9,CHESTNUT GARDENS,1.368924,103.768638,679234,CHESTNUT GARDENS,20801.83305,38994.27859
57673, 112 EAST COAST ROAD UOB I12 KATONG AUTOLOBBY SINGAPORE 428802 ,112,UOB I12 KATONG AUTOLOBBY,1.305223,103.905044,428802,EAST COAST ROAD,35982.37371,31950.56659
38890, 39A BENDEMEER ROAD THE RIVER VISTA @ KALLANG SINGAPORE 331039 ,39A,THE RIVER VISTA @ KALLANG,1.320179,103.866366,331039,BENDEMEER ROAD,31677.83105,33604.27056
